,company,title,url,city,district,remain_address,career,education_date,stack,main_task,qualification,more,duetime,years_of_experience,established_date,total_employees,company_type,view
233,플라잎,Machine Learning Engineer(전문연구요원 가능),https://www.jumpit.co.kr/position/22027,경기도,성남시,분당구 대왕판교로 660 유스페이스1 B동 901호,경력 3~5년,대학교졸업(4년) 이상,"AI/인공지능, C++, MachineLearning, DeepLearning, TensorFlow, Python, PyTorch, C, Network"," **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

• 추가 데이터 발생 시, 단 시간 내에 기존 딥러닝 모델에 적용이 가능한 전략 설계 및 구현
• Catastrophic Forgetting 을 피하기 위한 모델 설계 및 구현
• Continual Learning, Incremental Learning, Lifelong Learning 등을 이용한 딥러닝 모델 성능 개선
• 최신 기술 연구 및 모델 성능 개선","• 컴퓨터 과학, 기계 학습 또는 관련 분야의 학사 및 석사 학위 소지자
• 추가 데이터를 단 시간 내에 기존 딥러닝 모델에 적용하는 논문 작성 및 프로젝트를 진행해 보신 분
• 수학, 통계 및 선형 대수학 등 머신 러닝과 관련된 분야에 대한 이해력이 있으신 분
• 빠르게 변화하는 스타트업에서의 근무 경험이 있으며 도전과 성취를 즐기시는 분
• 프로젝트를 성공적으로 완료하기 위해 강한 책임감을 가지고 기꺼이 시간을 투자할 수 있는 분","• 딥러닝 기반 인식 기술 개발 프로젝트 수행 경험이 있으신 분
• C/C++ 활용 능력을 보유하신 분
• 논문을 읽고 이해하여 정확하고 빠르게 구현 가능하신 분
• 최신 연구 및 논문 follow up을 하시는 분",상시,5,2020-1-29,19,,207
234,휴가중,Django 백엔드 개발자(3년~),https://www.jumpit.co.kr/position/16848,서울시,중구,"삼일대로 343, 7층 118호(저동1가, 대신파이낸스센터)",경력 3~10년,무관,"Django, MySQL, FastAPI, NoSql, AWS, Flask, SQL, K8S","[어떤 기회가 있나요?]
• 온베케이션의 BE개발팀의 중추역할을 할 수 있어요!
• 빠르게 성장하는 서비스를 함께 만들 수 있어요.
• 회사의 추가 투자와 성장으로 스톡옵션의 기회가 있습니다.
• 개발팀원과 함께 성장하며 OV만의 개발팀 문화를 만들어 갈 수 있습니다.
• 정해진 기술스택을 고집하지 않습니다. 더 좋은 기술은 언제든 환영합니다, 원하는 신기술을 배우며 개발 할 수 있습니다.
• 뛰어나고 열정적인 동료들과 같이 일할 수 있어요. 커피 한 잔을 마시더라도 새로운 기술과 서비스 성장에 대해 이야기 나눌 수 있어요.

[우리는 이렇게 일합니다.]
• 모두 영어이름을 쓰고 있어요. 수평한 관계를 지향합니다.
• 에자일을 중시합니다. 장기 플랜도 하지만 1주 단위로 스프린트를 진행합니다. 매주 월요일 스프린트 회의를 하고 있습니다.
• 매일 아침 slack으로 daily scrum을 진행합니다. task 진행 상황과 이슈, 전달 사항 등을 공유합니다.
• 별도의 풀타임 기획자 없이 모든 디자이너와 엔지니어가 기획에 참여하고 의견을 낼 수 있습니다. 
　기획 당시 디테일한 사항을 모두 결정하기보다는 빠른 실행과 잦은 커뮤니케이션을 통해 수정해나가는 것을 선호합니다.
• task 및 이슈 관리는 notion과 github를 사용합니다. notion내 sprint board로 task를 모두가 sprint회의로 정하며 공유하고 있고, github로 이슈등록 및 PR연동하고 있습니다.
• Github로 코드 버전관리 및 협업을 하고 있습니다. github action을 활용하여 많은 부분을 자동화 합니다.
• github action 등 CICD를 구축하여 최대한 자동화를 지향합니다.
• 테스트 자동화를 중시합니다. unittest, scenario test 등 최대한 많은 경우의 테스트를 자동화 하여 휴먼에러를 줄일 수 있도록 노력합니다.
• PR(pull request)로 코드 push를 관리하고 있습니다. peer review와 github action으로 자동 테스트를 거쳐 통과 될 시에 브렌치에 머지를 하는 정책을 가지고 있습니다.
• 개발인프라는 AWS를 사용합니다. 그 외 managed 서비스를 활용하고 있습니다.","• 백엔드 개발 3년 경력 혹은 그에 준하는 역량
• Django, Flask, FastAPI 경험
• SQL, NoSQL 데이터베이스 사용 경험
• DevOps 경력 혹은 그에 준하는 역량
• AWS 사용 경험
• 컨테이너, k8s, ECS 등 사용경험
• 다양한 시도를 통해 레슨런드를 쌓아가는 태도 (실패도 환영입니다!)
• 팀 워크 및 커뮤니케이션을 중요하게 생각하는 마인드
• 새로운 기술 배우는것을 좋아하고 빨리 습득하는 열린 마음",• 여행사 업계에 종사 경험,상시,4,2021-1-28,10,,179
235,페이워크,React/React Native 프론트엔드 개발자 채용,https://www.jumpit.co.kr/position/9681,서울,강남구,테헤란로 217 오렌지플래닛 7층,경력 2~8년,대학교졸업(4년) 이상(졸업예정자 가능),"JavaScript, redux-saga, TypeScript, MySQL, React, Node.js, HTML5, React Native, CSS 3","• 1인 자영업자와 특수고용근로자를 위한 업무 정산 관리 SaaS 모바일 앱 개발(React Native)
• Typescript/Javascript 공통 모듈 개발

[페이워크 기술 스택]
React.js
React Native CLI, Redux Saga
TypeScript, Node.js, MySQL","[스킬 부문]
• React, React Native 경험이 2년 이상 있으신 분
• Redux, zustand 등 상태 관리 패턴 사용 경험이 있으신 분
• Typescript, Javascript Style에 능숙하신 분
• Play Store, App Store에 앱 출시 경험이 있으신 분
• Rest API 사용 경험이 있으신 분
• Webpack 등 모듈 번들러에 대한 이해가 깊으신 분
• Git, Jira 등을 사용하여 협업 경험이 있으신 분
• 대학교 재학 또는 졸업 이상 또는 그에 준하는 학위를 보유하신 분
• UI/UX 개선에 끊임없이 고민하시는 분
• 서버, 디자인 직군과 협업 및 소통을 잘하시는 분

[일하는 가치 부문]
• 초기 스타트업에서 회사 성공이 곧 본인의 커리어라고 생각하시는 분 
• 맡은 업무에 대해 오너십을 가지고 완수하는 열정이 있으신 분
• 끊임없는 자기계발을 즐기시는 분
• 할 일을 기다리는 수동적인 사람이 아닌 본인의 일을 찾아서 해내는 능동적이신 분
• 자신의 의견, 생각을 데이터, 레퍼런스 등 근거와 함께 말하시는 분","• 스타트업 프론트 개발자로 총 4년 이상 경력을 가지신 분
• React 모바일 앱(Android, iOS, React Native, Flutter 등) 엔지니어 경험이 2년 이상 또는 그에 준하시는 분
• Android/iOS Native 앱 개발 경험이 있으신 분
• 디자인 패턴, 클린 아키텍처, OOP에 관심많으신 분
• codepush fastlane 등의 CI/CD 경험이 있으신 분
• 유닛테스트, UI테스트에 대한 경험이 많으신 분
• 어플리케이션 최적화에 대해 고민하는 것을 좋아하시는 분
• 데이터를 분석하는 것을 즐기고 데이터 기반 의사결정을 즐기시는 분
• 프로젝트 스프린트 경험이 있으신 분
• PRD, Tech Spec 문서 작성경험이 있으신 분
• 컴퓨터공학 관련 전공자이신 분",상시,6,2019-10-10,9,,82
236,머플,프론트엔드 개발자(리드),https://www.jumpit.co.kr/position/23072,경기,성남시,"분당구 판교로289번길 20, 2동 5층",경력 5~15년,대학교졸업(4년) 이상,"JavaScript, CSS Modules, React, HTML5, vuex","• 웹기반 SaaS 서비스의 프론트엔드 메인 개발자 역할을 수행했던 경험이 있고, 프로그래밍 지식이 풍부하며, 도전적인 문제에 대한 창의적인 해결책을 제공할 수 있는 능력을 갖추고 있습니다.
• 시스템 아키텍처 설계부터 고급 프로그래밍, 성능 테스트, 시스템 통합까지의 업무를 수행하며 Murfy 제품의 핵심 개발자로 기여할 수 있습니다.","• 뛰어난 HTML, CSS, JavaScript 프로그래밍 기술
• Vue 혹은 React를 사용하여 최적화되고 인터랙티브한 웹 경험을 만드는 능력.
• 데이터 구조, 알고리즘, 객체지향 프로그래밍에 대한 탄탄한 이해","• SaaS 제품 개발 경험.
• Python 혹은 Java 개발 경험.
• Agile 및 TDD 환경에서 근무 경험.
• 빠르게 변화하는 스타트업 환경에서 작업할 의지와 원활한 소통 및 대인 관계.",2024-03-07,3,2022-1-28,5,,85
237,42dot,Senior Technical Writer,https://www.jumpit.co.kr/position/22624,서울특별시,강남구,"남부순환로 2621 강남 D&O 빌딩 9층, 42dot",경력 10~15년,대학교졸업(4년) 이상,"RDB, Spring Boot, NoSql, Java, Spring Data JPA, WebSocket, OpenAPI, JSON","• 문서 관리 및 전달과 관련된 모든 측면의 구조화 및 프로세스 정립
• 효율적인 문서작성, 프로세스, 내부표준, 지침, 툴의 개발 및 지속적인 개선 주도
• 글로벌 수준의 국가별/지역별 전략에 따른 문서 작성 및 배포
• 제품 출시의 신속성 강화를 위한 문서 작성의 적시 지원
• 문서화하는 제품에 대한 설계/개발 팀과의 강력한 협력 관계 구축 및 문서의 정확성, 용이성 검토
• 문서 피드백 수집을 통한 품질 측정 및 구조화된 문서의 표준참고자료 관리
• 문서화에 대한 회사의 전략 및 가이드의 내부 전파/교육
• 기술 블로그 운영을 위한 컨텐츠 발굴 및 주기적 기고 등

• Manage all aspects of documentation administration and delivery, including process improvement.
• Lead to the development and continuous improvement of efficient processes, standards, guidelines, and internal tools.
• Create and distribute technical documents according to international/national/regional strategies towards global standards.
• Using planning and project management techniques, ensure that documentation is completed in time to support product launch deadlines.
• Lead efforts to ensure that your team’s documentation is complete, accurate, and easy to use.
• Develop strong working relationships with design and development teams for the products your team documents.
• Define central policies regarding documentation which can be enforced by the quality management system and automation.
• Disseminate and educate technical writing guides for developers.
• Gather information, create content, and work directly with the CEO transforming their visions into words.","• 10년 이상의 IT관련 기술문서의 Technical Writing 또는 Project managing 유관 업무 경험
• Computer engineering 또는 관련 전공 학사 이상
• SDV/Automotive(software-defined vehicle) 산업에서의 경험 및 이해도 보유
• 차량 관련 기술문서 작성 경험 및 이해도 보유
• 글로벌 기준에 의한 국가별/지역별 전략에 따라 기술문서와 스타일 가이드를 설계, 구축 및 관리한 경험
• 엔지니어와의 긴밀한 커뮤니케이션을 통한 기술 문서 작성 및 가이드 수립 경험
• 일관되고 완성도 높은 기술문서 작성을 위한 문서화 표준, 프로세스, 지침, 툴의 구축 경험
• 개발자를 위한 기술문서 가이드 내부 전파/교육 경험

• +10 years relevant experience in technical writing and project management in the IT industry.
• Bachelor's degree or higher in computer engineering or related major.
• Experience and knowledge in SDV(software-defined vehicle)/Automotive industry.
• Experience in creating clear vehicle technical documentation.
• Experience in designing, building and managing technical documentation and style guide by international/national/regional strategy.
• Experience in writing technical documents through close communication with engineers.
• Experience in establishing centralized technical documentation standards, processes, guidelines, and tools to create consistent and high-quality technical documents.
• Internal dissemination and education experience of technical documentation guide for developers.","• 복잡한 기술 개념을 빠르게 이해하고 시각적으로 쉽게 전달할 수 있는 역량 보유자
• 다양한 복수의 프로젝트를 효과적으로 처리하여 소요시간의 개선에 기여할 수 있는 시간관리 역량
• 전문적이고 강력한 의사소통, 문서작성 및 프레젠테이션 역량

• Ability to quickly grasp complex technical concepts and make them easily - understandable through text and graphic aids.
• Good time management skills and ability to effectively handle multiple priorities, organize workload, and meet project deadlines.
• Professional demeanor, strong communication, writing and presentation skills.",상시,,,,,
238,업스테이지,Software Engineer - Frontend,https://www.jumpit.co.kr/position/20694,경기,용인시,수지구 광교중앙로 338 리모트근무,경력 5~20년,무관,"JavaScript, TypeScript, React, HTML5, Vue.js, CSS 3","• Upstage AI Pack 프론트엔드 개발
• Upstage 디자인 시스템 개발
• 사용자 행동 패턴 분석 시스템 개발
• FE 조직 리드","• 현업 5년 이상 (또는 그에 준하는) 시스템/서비스 개발 경험
• 주요 프론트엔드 프레임워크(예: React, Svelt, Vue.js 등)에 대한 깊은 이해와 경험
• HTML, CSS, JavaScript (Typescript) 및 관련 웹 기술에 대한 전문성
• 웹 접근성, 반응형 디자인, 크로스 브라우저 호환성에 대한 이해와 경험
• 웹 성능 최적화 기술과 경험
• 모던 개발 도구 및 프로세스(예: Git, CI/CD, 코드 리뷰 등)에 대한 숙련도
• 다양한 이해 관계자(예: 백엔드 엔지니어, 디자이너, 제품 관리자 등)와 긴밀하게 협력할 수 있는 능력
• 탁월한 문제 해결 능력","• Remix, Next.js 등 SSR 프레임워크 사용 경험
• 각종 차트 및 대시 보드 개발 경험
• i18n 지원 서비스 개발 경험
• 성능 또는 보안 취약점 개선 경험
• 조직 리드 경험
• Full stack engineer 로 근무한 경험",상시,5,2020-10-5,130,,"1,210"
239,안티그래비티,[부피 알고리즘] AI(딥러닝) 연구 및 개발,https://www.jumpit.co.kr/position/8836,서울,성동구,성수이로22길 37 아크밸리 지식산업 센터 303c호 안티그래비티,경력 3~20년,석사졸업 이상(졸업예정자 가능),"AI/인공지능, MachineLearning, DeepLearning, TensorFlow, Python","# 기술개발목표
• 3D 가슴 Template과 2D 상품 이미지 style-mapping 알고리즘 개발

# 주요 업무
• 2D 상품 이미지-2D 탬플릿 간 style-mapping 학습 알고리즘 개발
• 2D 상품 이미지-2D 탬플릿 변형 GAN 알고리즘 개발
• 가슴 이미지 변형에 따른 mapping 결과 GAN 생성
• 2D style-transfer to 3D 정합 알고리즘 개발
• Mesh 변형에 따른 속옷 mapping 결과 후처리 알고리즘 개발","• 경력 3년차 이상
• 2d to 3d landmark 추정, texture mapping Computer Vision 기술 연구개발 경험
• 3d style-transfer, 통계모델(SMPL,DECA,FLAME) 연구개발 경험
• 3d 데이터 기반의 AI 프로젝트 경험
• SOTA 최신 논문 기술동향 파악 및 알고리즘 분석 능력
• Deep learning 알고리즘 설계, 구현, 검증 경험
• Image Prcessing, Computer vision에 관한 전문 지식 보유.","• 컴퓨터비전 석사 이상
• AI/이미지 프로세싱 연구 프로젝트 경험 2년 이상
• Deep Learning 기술 접목한 서비스 구축 경험
• AI/머신러닝/딥러닝 관련 논문 발표 경험 보유",상시,7,2018-5-30,18,"중소기업, 주식회사",163
240,다이얼로그디자인에이전시,[3년 이상] AI/NLP R&D Engineer,https://www.jumpit.co.kr/position/22058,서울,송파구,송파대로 201 A동 1014호,경력 3~5년,대학교졸업(4년) 이상,"Git, Linux, TensorFlow, Python, Docker, PyTorch","1. AI Solution Lab AI 엔지니어의 미션은 다음과 같습니다. 

• LLM과 생성형 AI를 상품화를 가로막는 허들이 무엇인지를 발견하고, 이런 허들을 넘기 위한 방법이 무엇인지를 데이터와 모델 관점에서 고민합니다. 
•  LLM 간의 비교를 통해 프로젝트의 특성에 부합하는 최적의 언어 모델을 선정하고 튜닝하는 방법을 고민합니다. 


2. AI Solution Lab AI 엔지니어의 주요 업무는 다음과 같습니다.

• AI 모델의 학습이나 파인튜닝 등에 필요한 데이터를 기획합니다.
• 상용 LLM 및 임베딩 모델 파인튜닝 등을 통해 AI 모델을 개발합니다.
• RAG 시스템을 이용한 도메인 기반 언어 솔루션을 연구하고 개발합니다.
• AI 응용 서비스, 솔루션에 탑재하는 AI 모델의 성능 평가 지표를 만듭니다.
• AI 응용 서비스, 솔루션에 탑재하는 AI 모델의 성능을 평가하고 개선합니다.
• AI Solution Lab이 개발하는 AI 응용 서비스, 솔루션에 탑재할 AI 모델의 최적화를 연구합니다.","※ 자연어처리와 딥러닝 기반의 언어 모델 활용 경험 및 이에 대한 이해는 최우선 자격 요건입니다.
※ 관련 경력이 없으신 분은 선발하지 않습니다.

• 자연어처리와 딥러닝 관련 실무 개발 경력이 3년 이상이신 분
• LLM/RAG 기반의 상용 AI 모델 서빙 경험이 있으신 분
• Tensorflow / Pytorch 등의 AI 프레임워크를 능숙하게 다루실 수 있는 분
• 트랜스포머 계열의 언어 모델을 활용한 학습, 파인튜닝 등의 연구 개발 경험이 있으신 분
• LLM과 RAG, 파인튜닝, 라마인덱스, 랭체인 등을 능숙하게 다룰 수 있으신 분
• AI 모델과 엔지니어링 분야에서 주도적으로 문제를 개선하며 업무 진행이 가능하신 분
• 비개발자를 포함해 협업하는 사람과 논리적이고 이성적인 커뮤니케이션이 가능하신 분","• NLP 및 유관 분야의 석사 이상으로 논문 작성 경험이 있으신 분
• 서버/백엔드/프론트엔드 개발 경험 또는 이해가 있으신 분(개발 언어, 프레임웍 무관)
• ML, 모델 학습, 배포 파이프라인 구축 및 운영 경험이 있으신 분
• 대용량 데이터 구축, 처리 및 서비스 경험이 있으신 분
• AI 시장에 대한 이해를 바탕으로 제품화를 위한 아이디어가 넘치시는 분
• 3인 이상의 팀에서 다른 직무의 사람과 협업해 기획부터 출시까지 경험해 해 보신 분
• ChatGPT, PALM2, NAVER Hyper Clova, LLAMA, Mistral 등과 같은 상용 LLM을 활용한 대화형 인터페이스, 응용 언어 서비스 개발 경험이 있으신 분",2024-02-29,,,,,
241,오픈소스컨설팅,아틀라시안 개발,https://www.jumpit.co.kr/position/22343,서울,강남구,"테헤란로83길 32, 5층",경력 1~5년,무관,"Bitbucket, MySQL, Node.js, Java, HTML5, Confluence, Oracle, Trello, C#, Jira, CSS 3","• Atlassian 서버/데이터센터 제품(Jira / Confluence / Bitbucket) 커스터마이징 개발
• Atlassian 클라우드 제품(Jira / Confluence / Bitbucket) 커스터마이징 개발
• 기존 개발 완료된 사항에 대한 유지보수 개발
• 제품 개발관련 경험과 지식의 팀내/사내 공유 (wiki 문서 작성)","• Java/C#/Node.js, Oracle/MySQL 등 Backend 개발 경험(3년 이상)
• HTML/CSS/Javascript Frontend 개발경험 (1년 이상)
• Git 사용 경험
• Atlassian 도구 (Jira & Confluence & Bitbucket) 사용한 경험
• Linux / Network 지식 및 클라우드 환경 이해
• 애자일 방법론 수용
• 협업이 필요한 다른 직무를 수행하는 구성원과의 원활한 커뮤니케이션
• 새로운 기술, 언어 습득에 거부감이 없는분","• Atlassian 도구 [Jira & Confluence (서버, 데이터 센터, 클라우드)] 플러그인 SW 개발경험 (Atlassian Plugin SDK)
• Atlassian 도구 [(Jira & Confluence (서버, 데이터 센터, 클라우드)] 관리자로서 운영경험
• Atlassian 도구 (Jira & Confluence) 소스코드 분석 및 ERD 분석 경험
• 아틀라시안 솔루션 연동 개발 경험
• Agile / DevOps 경험
• Node.js / Angular / React / Vue.js 개발경험
• 오픈소스 프로젝트 Commit 경험
• Spring framework 개발 경험",상시,13,2012-3-13,71,"중소기업, 주식회사",515
242,EAN테크놀로지,[기후테크 기업] 대시보드 백엔드 개발자 (신입/경력),https://www.jumpit.co.kr/position/22376,서울시,강남구,테헤란로 77길 11-19,신입~10년,무관,"TypeScript, MySQL, Rust, Node.js, Apollo, AWS, Java, Docker, GraphQL, PostgreSQL","• 도시/건축 에너지 분야의 탄소관리 플랫폼의 백엔드 개발
• 대규모 데이터 기반 DB 구축
• AWS 서버관리
• AWS 인프라 구축 및 유지보수
• TDD 작성","• 신입가능, 경력무관
• Node.js 기반의 백엔드 개발 경험이 있으신 분
• TypeScript, Java, Kotlin 등 강타입 (Strongly Typed) 언어로 개발 경험이 있으신 분
• MySQL / PostgreSQL 과 같은 관계형 데이터베이스를 사용하고 기본적인 테이블 설계를 해보신 분
• Linux의 기본적인 명령어들을 사용할 수 있고, EC2에 기본적인 패키지들을 설치하고 Node 애플리케이션을 실행할 수 있으신 분
• HTTP 통신에 대한 기본적인 이해, RESTful API에 대한 설계나 개발 경험이 있으신 분
• Function, Class, Instance, Object Literal 에 대해 기본적인 내용을 알고 있고, 상황에 따라 적절하게 사용하고 계신 분
• 기본적인 SQL 문법, JOIN, Subquery 등을 활용할 줄 아시는 분
• RDBMS의 인덱스가 무엇인지 알고 있고, 어떤 경우 인덱스가 사용이 안 되는지 알고 계신 분
• Git과 Github에 대한 기본적인 사용법을 알고 있고, 기본적인 Git의 브랜치 전략들을 사용하는 데 무리가 없으신 분","• TypeScript, Java, Kotlin 등 강타입 (Strongly Typed) 언어를 이해하고 있으신 분
• Jest, Mocha, Junit 등 테스트 프레임워크를 통해 테스트 코드를 작성해오신 분
• OOP에 대한 기본적인 이해도가 있으신 분 (객체의 역할 / 책임 / 협력, 메세지 등)
• NestJS, Spring MVC와 같은 MVC Framework를 사용해본 경험이 있으신 분
• 레이어드 아키텍처 (Layered Architecture) 가 왜 필요한지 이해하고, 적용해서 개발하고 계신 분
• 언어/프레임워크에 관계 없이 DI (Dependency Injection) 패턴을 사용하고 있고, 왜 필요한지 알고 계신 분
• TypeORM, Prisma, MikroORM 등 Type이 있는 ORM 을 사용해본 경험이 있으신 분
• MySQL 혹은 PostgreSQL 과 같은 RDBMS 의 실행계획을 통해 인덱스 튜닝 / 쿼리 튜닝등을 진행해본 경험이 있으신 분
• RDBMS의 테이블을 설계할때 상황에 맞게 정규화 혹은 비정규화를 적절하게 구분해서 적용해보신 분
• 부하 테스트 (Stress Test) 를 통해 성능 개선을 진행해본 경험이 있으신 분
• 모니터링 / 로그 / 알람을 통해 장애를 탐지하고 해결해본 경험이 있으신 분
• 인프라 엔지니어가 없으면, 본인이 직접 AWS 인프라 구성을 해서라도 문제를 해결해야 속이 시원하신 분
• 반복적으로 진행하는 수동적인 작업에 불편을 느껴 자동화를 진행해본 경험이 있으신 분
• FP에 대한 기본적인 이해가 있으시거나 아래 함수형 강좌를 수강해보신 분
• 협업 능력이 우수하고 원활한 커뮤니케이션이 가능하신 분",상시,,,,,
243,아이오트러스트,[IoTrust] 디센트 백엔드 개발,https://www.jumpit.co.kr/position/21805,서울,강남구,선릉로 747 삼성당빌딩 7층,경력 3~15년,"대학졸업(2,3년) 이상","Slack, MSA, TypeScript, Node.js, NoSql, AWS, NestJS, GitHub, Prisma","[직무소개] 이렇게 일을 해요!
• 디센트 지갑에 필요한 여러 블록체인과 연결되는 백엔드 기능들을 개발하고 유지보수하는 역할을 담당하고 있어요.
• 그 밖에도 앞으로 신규 런칭할 다양한 서비스들의 백엔드 기능을 개발하는 역할을 담당하고 있어요.
• 전 세계 사람들이 이용하는 블록체인 서비스의 특성 상, 24시간 항상 안정적으로 돌아가는 서비스 구현을 제1의 목표로 개발하고 있어요.

[업무소개] 이러한 일을 해요!
• 주로 Node.js 및 Typescript를 기반으로 하는 백엔드 서버개발/유지보수를 해요.
• 다양한 블록체인과 연계되어 디센트 지갑과 위핀 지갑에 사용될 정보들을 종합/가공하는 백엔드 서버를 개발하고 있어요.
• 그 외 신규 출시될 서비스를 포함한 멋진 백엔드 전반 업무를 담당해요.

[기술스택] 이러한 기술을 활용해요!
• 환경: Typescript (Node.js ESM 기반) + Nest.js + Prisma를 기반으로 한 MSA
• 서버: 서버간 통신에 Kafka 적용 예정
• 도구: Slack / AWS / Github / VSCode

[업무방향] 이러한 경험도 할 수 있어요!
• 단순히 인스턴스와 DB만 사용하는 것을 넘어서 AWS의 다양한 서비스들이 어떻게 사용되는지 배우고 경험할 수 있어요.
• Node.js를 기반으로 한 서비스의 업스케일링을 경험할 수 있어요.
• 블록체인 데이터들을 취합하고 가공하는 경험을 할 수 있어요.","이러한 분을 찾고 있어요!

• 3년 이상의 백엔드 경력은 필수예요.
• 학력, 연령 전부 무관하고 블록체인 경험이 없어도 괜찮아요.
• Node.js(Typescript 기반) 환경 또는 다른 언어를 이용한 Rest 서버 구축 경험이 있는 분이 필요해요.
• Nest.js 및 Prisma를 이용한 서버개발 경험이 있는 분을 찾아요.
• 기본적인 Linux 기반의 운영체제, DB 구성 및 운용에 대한 경험, MSA에 대한 이해가 있는 분이면 좋겠어요.","이러한 분이면 더욱 좋아요!

• AWS의 기능들을 다양하게 사용한 경험이 있는 분이면 좋아요.
• NoSQL 기반의 DB를 운용한 경험이 있는 분이면 더욱 좋아요.
• 블록체인 노드 운영, 블록체인 Contract 작성, CI 구축 경험이 있는 분이면 환영해요.
• DevOps 엔지니어 경험이 있는 분이면 더욱 환영해요. ",상시,8,2017-1-12,35,"스타트업, 중소기업, 주식회사, 병역특례 인증업체",407
244,엑소시스템즈,디지털헬스케어 플랫폼 임베디드 개발자 (병역특례 가능),https://www.jumpit.co.kr/position/21003,경기,성남시,"분당구 판교로289번길 20, 3동 320호",신입~10년,대학교졸업(4년) 이상,"HW, FW, Analog, Embedded, RTOS","다가오는 고령사회에 디지털 헬스케어 기기를 통해 건강한 삶의 가치를 함께 만들어갈 하드웨어 개발자를 찾고 있습니다.
Analog에서 Digital까지 포함하는 ICT 융합 시스템으로 골격근의 미세 신호를 검출하여 다양한 분석이 가능할 수 있도록 근 기능 진단 시스템을 설계하고 평가를 수행합니다. 데이터를 클라우드와 연계하여 엔지니어의 언어를 일반의 언어로 변환 할 수 있는 시스템을 개발 합니다.

• 디지털 헬스케어 기기의 회로 설계 및 펌웨어 개발
• 생체신호 취득 및 사용자 App SW와 데이터 통신 개발","• Analog 회로 설계 역량 (디버깅 포함)
• ARM MCU 기반의 Digital 회로 설계 역량
• ARM 펌웨어 개발 역량
• ARTWORK 설계
• 관련 프로젝트 경험 (개발 포트폴리오 제출)","• 3건 이상의 개발 프로젝트를 완료 및 양산 경험 (개발 포트폴리오 제출)
• 전기안전, 전자파 시험 및 디버깅 경험
• 무선(BT, Wifi) 데이터통신 개발 경험
• RTOS 포팅 및 개발 역량",상시,8,2017-1-4,17,"스타트업, 중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",447
245,뉴빌리티,Sensor Fusion Engineer(전문연구요원 가능),https://www.jumpit.co.kr/position/17994,서울,성동구,"왕십리로 115, 2층",경력 3~8년,대학교졸업(4년) 이상,"C++, SW, ROS, C","• 실외 모바일 로봇의 자율주행을 위한 거리 센서 기반의 실시간 물체/주행 환경 검출 알고리즘을 개발하는 업무를 담당
• 센서 퓨전을 통해 장애물을 인식 및 추적 하는 기술을 개발
　- 다양한 데이터 센서 퓨전 ( camera, depth .. )
　- 다양한 동적 장애물( 차량 , 오토바이 등 ) 을 인식 및 추적
　- 다양한 정적 장애물 ( 구조물, 연석 등 ) 을 인식 및 추적
• 시스템 성능 분석 , 성능 평가 지표 개발 및 툴 자동화","• 관련 분야 석사 혹은 경력 3년 이상
• 능숙한 C++ 및 ROS 프로그래밍 언어 활용 능력
• adas 및 자율주행과 관련된 인식 알고리즘 개발 경험
• Multi-target Tracking , Mono Camera 및 Multi Camera 간 Geometry 에 대한 기본적인 이해
• 자료구조, 알고리즘에 대해 이해하고 있고 논리적인 사고 능력
　- 기본적인 기계 학습 기술(ex: svm, 트리 기반 모델, 클러스터링) 알고리즘 구현
　- 수학 기반 모델 (선형 대수, 최적화, 확률 및 통계) 구현 경험
　- 상응하는 알고리즘 구현 경험","• 관련 분야 박사 학위 이상(이에 상응하는 경험 보유자)
• 다양한 센서 데이터 전처리 / 후처리 과정에 대한 실무 경험
• AI / ML 엔지니어와 함께 소프트웨어 기능 개발 및 솔루션 연구 경험
• 다양한 거리 인지 센서 캘리브레이션 구축 경험
　- Multi Sensor 간 Geometry 에 대한 기본적인 이해",상시,8,2017-10-26,98,"스타트업, 중소기업, 주식회사, 연구소, 병역특례 인증업체",714
